Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2018-08-07,10.3324,10.3472,10.3186,10.3405
2018-08-08,10.3405,10.3995,10.3347,10.3956
2018-08-09,10.396,10.419,10.3793,10.3845
2018-08-10,10.3842,10.4637,10.3571,10.412
2018-08-13,10.4148,10.448,10.3892,10.4024
2018-08-14,10.4023,10.4062,10.3501,10.3745
2018-08-15,10.3745,10.4615,10.3733,10.4436
2018-08-16,10.4438,10.4727,10.4314,10.4594
2018-08-17,10.4594,10.5023,10.447,10.478
2018-08-20,10.4759,10.5165,10.4513,10.513
2018-08-21,10.513,10.5405,10.4834,10.5259
2018-08-22,10.5258,10.5437,10.5021,10.5033
2018-08-23,10.5031,10.5564,10.4907,10.5491
2018-08-24,10.5494,10.6136,10.5235,10.6113
2018-08-27,10.61,10.633,10.5961,10.6223
2018-08-28,10.6222,10.721,10.6184,10.6819
2018-08-29,10.6815,10.729,10.6733,10.699
2018-08-30,10.6997,10.705,10.6262,10.641
2018-08-31,10.641,10.6471,10.6028,10.6133
2018-09-03,10.6123,10.6301,10.5616,10.5692
2018-09-04,10.5693,10.5806,10.522,10.5268
2018-09-05,10.527,10.547,10.5202,10.5331
2018-09-06,10.5324,10.6088,10.5227,10.5842
2018-09-07,10.5833,10.5978,10.4627,10.4656
2018-09-10,10.4638,10.5197,10.4257,10.5069
2018-09-11,10.5062,10.5189,10.4754,10.4874
2018-09-12,10.4877,10.5017,10.4343,10.4419
2018-09-13,10.4408,10.4777,10.4312,10.4668
2018-09-14,10.4667,10.5668,10.4632,10.5215
2018-09-17,10.522,10.5284,10.4086,10.4155
2018-09-18,10.4155,10.4287,10.3895,10.3951
2018-09-19,10.3961,10.4023,10.3511,10.3545
2018-09-20,10.3544,10.3867,10.3124,10.3312
2018-09-21,10.3324,10.3601,10.3115,10.3305
2018-09-24,10.3292,10.3765,10.3048,10.3373
2018-09-25,10.3373,10.375,10.311,10.3717
2018-09-26,10.3715,10.3835,10.3404,10.3466
2018-09-27,10.3464,10.3526,10.292,10.3011
2018-09-28,10.3008,10.3364,10.2855,10.3186
2018-10-01,10.3174,10.3636,10.3109,10.3593
2018-10-02,10.3586,10.4035,10.3534,10.4007
2018-10-03,10.4004,10.419,10.3723,10.3974
2018-10-04,10.3973,10.4404,10.378,10.4319
2018-10-05,10.4316,10.4604,10.419,10.4427
2018-10-08,10.45,10.4625,10.4385,10.443
2018-10-09,10.4432,10.481,10.4207,10.4637
2018-10-10,10.4634,10.5354,10.436,10.5299
2018-10-11,10.5297,10.5354,10.3743,10.4034
2018-10-12,10.4031,10.4091,10.3523,10.3541
2018-10-15,10.3665,10.4021,10.3545,10.3665
2018-10-16,10.3666,10.3733,10.295,10.3145
2018-10-17,10.3147,10.3317,10.2863,10.3109
2018-10-18,10.3108,10.3676,10.3053,10.3542
2018-10-19,10.3546,10.3631,10.3226,10.3481
2018-10-22,10.3534,10.3552,10.3096,10.314
2018-10-23,10.3143,10.3829,10.3134,10.3513
2018-10-24,10.3515,10.3987,10.3231,10.3945
2018-10-25,10.3943,10.4235,10.346,10.3607
2018-10-26,10.3609,10.422,10.3593,10.4048
2018-10-29,10.4144,10.4222,10.3806,10.4084
2018-10-30,10.4087,10.4334,10.3846,10.4089
2018-10-31,10.4088,10.4154,10.3498,10.3653
2018-11-01,10.3652,10.371,10.2882,10.318
2018-11-02,10.3172,10.334,10.29,10.3204
2018-11-05,10.3188,10.3415,10.3088,10.3346
2018-11-06,10.3343,10.3531,10.3233,10.3338
2018-11-07,10.3341,10.3408,10.3059,10.3126
2018-11-08,10.3128,10.3137,10.246,10.2506
2018-11-09,10.25,10.2955,10.2463,10.2827
2018-11-12,10.2872,10.2901,10.2572,10.2629
2018-11-13,10.2632,10.273,10.2103,10.2248
2018-11-14,10.2248,10.298,10.2131,10.2756
2018-11-15,10.2755,10.2852,10.2384,10.2678
2018-11-16,10.2683,10.2879,10.2584,10.2797
2018-11-19,10.2843,10.3197,10.268,10.3099
2018-11-20,10.3099,10.347,10.3028,10.3343
2018-11-21,10.3354,10.3465,10.2836,10.2897
2018-11-22,10.2897,10.3307,10.288,10.309
2018-11-23,10.309,10.3169,10.293,10.3029
2018-11-26,10.3102,10.3142,10.2737,10.3008
2018-11-27,10.3008,10.3055,10.2624,10.2737
2018-11-28,10.2736,10.2887,10.2472,10.2717
2018-11-29,10.272,10.3387,10.2604,10.3334
2018-11-30,10.3334,10.3485,10.3001,10.3057
2018-12-03,10.2909,10.297,10.2316,10.2325
2018-12-04,10.2332,10.2384,10.2156,10.2325
2018-12-05,10.2328,10.2437,10.1629,10.1874
2018-12-06,10.1873,10.2561,10.1823,10.2244
2018-12-07,10.2245,10.3094,10.2211,10.3088
2018-12-10,10.3012,10.3396,10.3012,10.3266
2018-12-11,10.327,10.3322,10.2794,10.288
2018-12-12,10.288,10.3773,10.2739,10.333
2018-12-13,10.3332,10.3378,10.2715,10.2918
2018-12-14,10.2916,10.3115,10.2407,10.2479
2018-12-17,10.2446,10.292,10.2405,10.2748
2018-12-18,10.2748,10.313,10.2635,10.303
2018-12-19,10.3032,10.369,10.2945,10.349
2018-12-20,10.3483,10.3665,10.2374,10.2743
2018-12-21,10.2743,10.3106,10.2342,10.2912
2018-12-24,10.2856,10.3482,10.2626,10.3226
2018-12-26,10.3274,10.3691,10.3101,10.3258
2018-12-27,10.3249,10.344,10.2629,10.2961
2018-12-28,10.2964,10.3124,10.2399,10.2584
2018-12-31,10.2739,10.2901,10.1262,10.153
2019-01-02,10.1677,10.2462,10.1617,10.2332
2019-01-03,10.2337,10.2956,10.2229,10.2631
2019-01-04,10.2624,10.2636,10.1927,10.2145
2019-01-07,10.2156,10.2358,10.2045,10.2077
2019-01-08,10.2081,10.228,10.1728,10.2111
2019-01-09,10.2116,10.2453,10.194,10.2337
2019-01-10,10.2338,10.2615,10.2254,10.2411
2019-01-11,10.2411,10.2565,10.2088,10.2477
2019-01-14,10.2429,10.269,10.2295,10.2639
2019-01-15,10.2649,10.2685,10.2203,10.2359
2019-01-16,10.2357,10.2652,10.2171,10.2492
2019-01-17,10.2486,10.295,10.2456,10.2719
2019-01-18,10.272,10.2765,10.2335,10.2582
2019-01-21,10.2528,10.269,10.2396,10.2476
2019-01-22,10.2468,10.2642,10.2417,10.255
2019-01-23,10.2558,10.2719,10.2426,10.263
2019-01-24,10.2631,10.301,10.2549,10.2683
2019-01-25,10.2695,10.337,10.2569,10.324
2019-01-28,10.3155,10.3675,10.3126,10.3484
2019-01-29,10.3509,10.3698,10.3437,10.3658
2019-01-30,10.3658,10.3992,10.3518,10.3798
2019-01-31,10.3796,10.3869,10.3491,10.3522
2019-02-01,10.3513,10.3927,10.3493,10.3778
2019-02-04,10.3711,10.4328,10.3654,10.4115
